Review Date,Reviewer,Review Rating,Review Title,Review Text,Brand
2021-05-12,Tammie Seiders,1,So disappointed...,"I have always thought old navy clothes were a good product for the money.I have shopped there for years.I was shocked when I received a letter in the mail stating they were going to DECREASE my credit.The reason for this being that I had other accounts with high balances.Here’s the thing,I was keeping up with my monthly payments and I already had those credit cards when I applied for the old navy card and they set my limit at that time.I have never had my credit decreased.It’s just insulting.Why shoot yourself in the foot when you have business during a pandemic? It’s not good business sense.I will be paying off/closing my account at Old Navy.",OldNavy
2021-05-10,Cocoa My,1,Getting a refund from Old navy…,Getting a refund from Old navy sucks...Unprofessional,OldNavy
2021-05-09,Tanzila Tabassum,5,One of their cashier  was really good,One of their cashier  was really good. She helped me to exchange my dress.She is a sweet and humble lady,OldNavy
2021-04-29,Tyiesha Shockley,1,Never ordering online place and order and because of the suggested address they used wasn't the correct way. They are sending the package in the mail instead of just simply adding my apartment number.,Bad customer service,OldNavy
2021-04-26,Monica Mace,1,I could not find my receipt  to return…,I could not find my receipt  to return a pair of slacks bought in store 9 days earlier. They offer me a store credit but at 1/2 price even with all the labels and sticker price on it. So I finally kept them as I felt stolen... (Very bad customer service),OldNavy
2021-04-22,Ana,1,Horrible experience with returns,Old navy has been horrible when it comes to returns. I have been calling them and they have received the package and still have not given me my refund. They stated it might be another 2 weeks.,OldNavy
2021-04-21,Halen Baker,1,Old navy customer service is terrible,"Old navy customer service is terrible. No one has a clue what they are doing. As a person who works in customer service myself, this was an awful experience. I had to call 5 different times and be transferred multiple times just to get my question answered. RIDICULOUS. No wonder you are a 1.5 star rated company, don't bother dealing with anyone at old navy. I definitely will not be shopping here again.",OldNavy
2021-04-14,SOFIA,1,Are they a real company I wonder....,They tried to charge my card with an extra amount of 180 cad!!! They failed because they put a wrong expire date and I was lucky!!! Order from another country is almost out of the question too!!Congrats!,OldNavy
2021-04-10,Lesli McDonald,1,Rewards program is a joke,"Old Navy makes things so difficult for the customer. If Super Cash is meant to reward the customer, why can’t it be combined... as long as the combined minimum purchase is made?? My $30 reward quickly became a $10 reward, though I used the tips for making multiple purchases in order to maximize my rewards. I don’t get the promo that was offered to the general public because my  “reward” is treated as a promo code??? Why? It’s a reward, not a promo. This is the worst reward program I’ve experienced.",OldNavy
2021-03-22,Tammy Shoe,1,I ordered 18 items from Old Navy,"I ordered 18 items from Old Navy! Eighteen!! ONE item arrived one time. I called customer service SEVERAL times, only to be blown off and treated awful. Customer service ... I don’t think so. I will never purchase from Old Navy again. There are too many other options out there to receive such horrible service, Old Navy!",OldNavy
2021-03-21,None of your beeswax,1,I will not shop gap/ old navy anymore…,"I will not shop gap/ old navy anymore due to them being “unisex”. I’m sorry but I want to be able to click on girls clothing and shop girls clothing and have it fit them. Thanks for falling for the 2 percent of people out there that demand that everything be gender neutral and it’s wrong to never wear according to your gender. The rest of us(the other 98 percent of people) women that like to dress feminine and dress our daughters feminine now are screwed. I am so over companies like this pushing their agenda. I quit Amazon, I quit Apple, old navy is next on my list I no longer shop. STOP TELLING ME WHAT I WANT. I WANT GIRL CLOTHING BACK FOR MY DAUGHTER. And I WANT BOY CLOTHING FOR MY SON. I am SO DONE.",OldNavy
2021-03-19,Kathy G.,1,Absolutely THE worst ecommerce experience EVER,"Absolutely the worst ecommerce experience ever. I ordered less than 10 item...and a few of them arrived and I never saw the rest. They refused to refund my money - and when I complained to their corporate office, they threatened to ban me from their platform. Well, here's a news flash: I won't be shopping with them ever again. I am out $70. They are thieves.",OldNavy
2021-03-16,Kim ,1,Do NOT order from old navy!!,I placed a large order and received a package full of things I did not order.  When I contacted customer service they said I had to return the order in order to get a refund and would have to place the order a second time if I wanted my items! I sat on hold for 20 minutes just waiting for someone to email me a return label.  Do NOT order from oldnavy!,OldNavy
2021-03-13,Stephanie Davidson,1,"Do not order online, horrible!!!","I order 3 items on feb 28th total of $124.60, on march 8th i recieved notification saying it was delivered, I have a amazon hub for packages for my complex, I would have recieved a code but no such package was delivered to me. I never recieved my items I paid for. I contacted customer service via online chat, I was told order is still in route and to wait till end of day. Still never got my package. I had to call customer service via phone i waited 18 minutes on hold and finally got a hold of a human, was able to get a refund after explaining my situation 3 times to customer service. I will never order from old navy again. Not worth the headache.",OldNavy
2021-03-05,Bethany Lewis,1,#13KDFBP Never received my order,"In January I ordered 2 pair of joggers with matching tops, 4 items total & paid $113.64.  The items I ordered never arrived but they did send 1 black GAP T-shirt that I did not order.  Their tracking said my order was delivered.  It took 3 calls to customer service & a request for a manager to get a return label.  I returned the 1 GAP shirt I did not order but not really sure how one returns items they never received.  So now it’s March & I check tracking.  It states they received the package w/the shirt I never ordered & decide to issue a refund for 1 of the 4 items I never received.  The incompetence in their process is ridiculous.  So more calls to customer service tomorrow to try to get my money refunded for the items they never sent.  Never shopping at Old Navy again.  The entire process has been a disaster",OldNavy
2021-02-28,Killah ,1,ORDER NUMBER 13PFDRQ WAS A DISASTER…,"ORDER NUMBER 13PFDRQ WAS A DISASTER FROM BEGINNING TO END. I used a gift card purchased from Rakuten, when LASERSHIP marked the 1st package delivered and then didn't deliver it, I called customer service they gave me a partial refund and refunded my GIFT CARD, SO I HAD TO ORDER AGAIN! I had no trouble getting into my account to order again but after that 2nd order I was never able to get back into my account! It kept rejecting my password and the password reset did't work so I had to get a temporary password from customer service.  It happened again and I stopped trying to get in, now I know why they didn't want me to get back, I would have known that the items they were sending me were not what I ordered! I ordered foil dotted leggings and a loose sweatshirt in larger size than usual! More on that later, the 2nd package delivery was worse than the 1st. It went UPS MAIL INNOVATIONS, should just be called: HOW TO SCREW UP A CUSTOMER'S LIFE! It left by plane from California on the 18th, and landed in Northern Ohio(I live in Ohio) it went to Michigan, then it went to Pennsylvania(you have to go through Ohio to get to Pittsburgh) it arrived on the 27th! I wish it had never arrived because the sweatshirt that was a 2X(a size up from my usual 1X) was so tight I had to get it off me, and the tiedye was so embarrassing, it said it was specially made, for who a HOOKER? The breast areas have  tie dye explosive circles around each breast! Now to what were supposed to be leggings, they were pants with a tight high waist, a zipper with slide clips and short pockets(what's the use of having pockets if you couldn't ever use them as pockets) not to mention they looked really really old, like they had been stored in that bag for a really really long time? Both bags had been opened and badly retaped, so somebody else hated them too! Now, I ask you, can I return this crap, NO because they will refund my gift card again, like I want to order anything else? I can't return it to a store because they don't put receipts in the bag and their emails have red letters spelling out that you can't use the emails as a receipt! So I took a trash bag out and I'm starting a Goodwill bag, maybe a thrifty street walker will be able to use both those items, I just want them outta my house! I CAN'T GIVE THEM NO STARS BUT I REALLY WANT TO GIVE THEM LESS THAN NO STARS, customer service is way bad too, don't go there. They need to punt, either totally reboot the system or go out of business.",OldNavy
2021-02-16,Nicole,1,Buyer Beware,"Package was returned to Old Navy by UPS, they stated they could not deliver Item. Customer service states they will do a new order but that I have to pay again, it was bought on a gift card. I would have to contact the GC co, have a new card sent to me for the refund to be able to get the order I ALREADY PAID FOR!!!  Maria at customer service and Kenya her supervisor were no help!!! Will never purchase from this store again! DO BETTER!",OldNavy
2021-02-07,Hannah Morris,1,"I am a loyal old navy customer, but never again!","I am a loyal old navy customer, I mean hundreds of dollars a year. Well, I go to make a return and was denied, I used 3 different ID’s and they were all denied. They won’t even give you store credit! So, I had to call the 3rd party company who kept denying my return and I have to have a receipt (lost it) so now I’m stuck with $115 of clothes that don’t fit. I will not be shopping at my favorite store again. Buyer beware!!",OldNavy
2021-01-15,Trisha Idoni,2,Ordered clothes Dec,"Ordered clothes Dec. 17th, every time I check the tracking it says nothing new, the package is on it's way to USPS. Finally reached out to Old Navy for a refund today, the rep was very nice and a refund was given. Really wanted what I bought, but prob won't shop there again.",OldNavy
2021-01-06,Robert Denisson,5,Great value for the price,,OldNavy
2021-01-05,Montrice Martin,1,Old Navy customer service lied and do…,Old Navy customer service lied and do not provide accurate date of delivery. They are not a trust worthy company. Do not do business with them. Run fast.,OldNavy
2021-01-02,Amy Weiss,1,Ordered 4 items on Nov 27 for Black…,"Ordered 4 items on Nov 27 for Black Friday with a delivery estimate of Dec 8. It is now Jan 1 and I still have not received my package. Based on emails and tracking it seems it took them 10 days to process and ship the order, and has since been MIA somewhere between Ontario and BC. It seems suspicious because I have ordered other items shipping through Canada Post since then and received them before Christmas. Then today I check my credit card and I have a random $16.84 refund from Old Navy. I received no notification of any item I ordered being out of stock, so I not sure what this refund is for? Reading all of these reviews with a similar story makes me think Old Navy is a shady company and can’t be trusted for online purchases. If I don’t receive my package this week I’ll have to call and demand a refund...it’s been over 5 weeks and at this point they’ve stolen my money.",OldNavy
2020-12-28,MDB CHICO,1,If we could give O stars we would…,"If we could give O stars we would ordered items that was suppose to arrive before Christmas and when the items didn’t arrive as expected one week before the holiday she called and they told her sorry the items had not shipped but they were out of stock now, so she reordered other items that they guaranteed would arrive on the 24th so here it is now the 27th she calls and again they told her sorry the item didn’t ship and this item is also now out of stock. We are done ordering from this store what good is the discounts they offer if you can never receive the items that you order originally.",OldNavy
2020-12-27,Deena Aday ,1,I ordered Christmas presents for my son…,I ordered Christmas presents for my son on November 27th and they did not arrive for Christmas when I talked to a customer service representative (with screaming children in the background) did not get any reasonable explanation. There is no communication. The whole online experience was horrible will not shop there again thanks for a lousy Christmas,OldNavy
2020-12-26,1CosmeticGoddess,1,Ordered Christmas gifts,"Ordered Christmas gifts, December 4th, package has not moved since December 11th.  Horrible communication, even worse customer service.  This company is a miserable excuse for clothing and accessory shopping.  But, top of the list for an unnecessary headache inducing experience.  Skip this bottom of the barrel shop and drop.",OldNavy
2020-12-24,Lacie,1,Lied about shipping time,"Lied about shipping time! They guaranteed me that my order placed on 12/19 would be here on the 24th. I paid an outrageous price for expedited shipping only to watch the status say shipping label created for days and it finally ship on the 23rd. I called several times and tried to cancel before it shipped and there was nothing they could do. They told me it would be here on Christmas Eve, but now the status changed to the 28th. They act like I am supposed to be happy it is getting here days after Christmas and the extra money I paid for shipping was worth it. The customer service was rude and unhelpful. They acted like I was an inconvenience when I spent a lot of money on the order. I will never order from them again.",OldNavy
2020-12-20,Andy Johnson,1,This company is a horrible joke.,"This company is horrible. I ordered items on December 10th and was supposed to receive them on the 16th. I called today and was the told that the package was given to someone to be delivered to the carrier and it never arrived. And that there was nothing they could do to re ship it even though someone stole it. The guy on the phone even told me that if I would have called a few day ago, they could have expedited the shipment because the policy had just changed. This isn’t the first time I’ve had this issue with this company and should have learned from the last time. Great customer service old navy.",OldNavy
2020-12-19,Kyle MacDonald,1,Terrible customer service,"Terrible customer service. Woman was rude when I just simply wanted to change an item on my order. Sounds so uninterested, couldn’t change the items. Ended up just hanging up on me without saying good bye.",OldNavy
2020-12-18,Gin,1,They lost my order and then refused to…,They lost my order and then refused to refund my shipping fee,OldNavy
2020-12-12,Nicholas Kau,1,Never work at old navy,My girlfriend has worked at old navy for about 2 months and they’ve been awful. First off she’s a student so her availability isn’t as flexible. They promised to accommodate her but they schedule her for during school. We then had her availability changed and they still did the same thing. They’ll also schedule her for days that she specifically marked as unavailable. And it’s not just once or twice. It’s every single week. We’ve had to turn our lives upside down because my girlfriend is bending over backwards for a company that can’t even pay her right.  Countless times they’ve put her to work in a position that she’s never been trained to do and it’s driving her stress levels through the roof. It’s absolutely ridiculous and no one should have to put up with some of the stuff they throw at her. I am utterly disgusted with some of the things i hear and for those reasons and many more i will never take part in anything having to do with Old Navy again.,OldNavy
2020-12-11,Ashley Autrey,1,worst customer service !,Their customer service reps are rude!! still haven’t got my black friday package. it said it shipped 9 days ago but just says shipping label created. you call to see what’s going on they refuse to ask the warehouse. he told me to keep waiting they couldn’t refund me because it says shipped. so frustrating to spend that kind of money and now i’m 4 days past the estimated delivery date and no movement on my package.,OldNavy
2020-12-09,Tanya,1,Most horrible customer service ever,"Most horrible customer service ever. Just like the lady below ordered Nov 21 and was to have by 29th, called today and told they don’t know where the order is. I ask can I order with same Black Friday deal, sorry only one thing available. Totally mad I would still be waiting if I had not called. Horrible service Old Navy.",OldNavy
2020-12-09,Dakota Stroup,1,Christmas Order,"I order some clothes for Christmas on November 22nd, and I was supposed to get my order by November 29th. It’s December 9th and still nothing.",OldNavy
2020-12-08,Hazel May,1,DO NOT ORDER FROM OLD NAVY,"DO NOT ORDER FROM OLD NAVY. my experience with this company was horrible. after charging me twice i still was unable to see any details for my order. on top of that, i selected 7-10 day shipping. after calling customer service and waiting on the line for a long time, they told me that I was not charged twice and that I would have to make a dispute with my bank. lies. i was also told that my package wouldn’t be here until 3+ weeks after I originally ordered it when i selected 7-10 day shipping. looks like it won’t be here in time for my trip. thanks old navy.",OldNavy
2020-11-30,Robyn,1,Bad Customer Service,Their customer service department is not very customer service oriented. A small address error was made on my end and customer service could not fix even though I called immediately. I was advised to contact the carrier once it was shipped out. Funny thing is the carrier requires the shipper to change the address. Guess it will be returned and I will have to wait for a refund since the mailing address doesn’t exist. Awful customer service. A small issue like that should be able to be corrected and their customers should not have to spend a ton of time trying to correct it. Old Navy is not great quality anyways and this was a Christmas gift. I won’t be ordering from this company or it’s affiliates again.,OldNavy
2020-11-27,Lady Figz.,1,Price Gauging!!!,I must be honest I know that Old Navy prices are high but Black Friday was terrible!!.; They opened at 12 am so we went early thinking ok there may be a line so lets get there a little early!! OMG! When we pulled up Ibtellbya no exaggeration it was empty we walk in maybe 1 or 2 customers there uf we were lucky so I figured its early people will cone later. I went on search if Pajamas whethervit was gowns pants with tops any PJs were fine.vso after searching the whole store to my sadness they had only the lounge ones the little fuzzy ones. Now they were from size 5 to 14. Oh I firget to tell all supposedly everything in the store was 50 percent off. So you know my jaw dropped to the floor can you velieve those little lounge pants were 19.99 each I thought is was a darn joke but there ut was 20.00 for a pair of Pajama bottoms !! WTH is going on?? Then I realized that there was no black Friday sale.they just fixed the prices to where your paying regular prices anyway but wanted everyone to think they had 50 percent off. How horrible is that?? And Im curioys usnt that price gauging?? Im so disgusted to the point that when we pay off this credt card. I will be cutting into little pieces and never return to that Store.,OldNavy
2020-11-27,Linda Bakker,1,I ordered my Old Navy purchases on 11…,"I ordered my Old Navy purchases on 11 November, I Followed up yesterday, the representative from Old Navy said they won’t be shipped until December 7. Meanwhile the black Friday sales have made what I’ve ordered even cheaper, and I don’t even know if I will receive this stuff for Christmas as they are gifts. Poor customer relations, and what company does that ships almost a month later. I’m so mad.I suggest going to some other company.",OldNavy
2020-11-25,Patricia Young,1,Old Navy,"Old Navy, shipped my Christmas gifts though, Laser ship.  delivered my presents to the wrong address. They left my presents at a house, where drug addicts live. And they won’t help me, I called them . I can’t believe this, we spend so much money, now we will not have presents under the tree.",OldNavy
2020-11-22,Sharon Richardson,1,I think its great to see a drag queen…,"I think its great to see a drag queen doing comercials on ""tv"" for old navy. I give you a two thumbs up.                             Thank you",OldNavy
2020-11-21,Leah Ge,1,Old Navy Is A Waste Of Time Online & In Person,"Old Navy is all around bad. Going into the store to use Afterpay the associates did not know how to process the payment method. Ever since this mishap apparently my Afterpay account is locked. I was like ok that's okay this is a new method for me no worries. Next I ordered winter clothing for my nephews and niece . Where to begin, the items slowly started arriving in different packages. Very unprofessional for such expensive mediocre clothing. Lastly I ordered winter shirts for myself on November 4th, the original delivery date says November 13th. That date came and went. New delivery date says November 23rd, but it has already been updated to say now the delivery estimate is November 30th. Tracking info says UPS but guess what my package has been given to Pitney Bows and is literally down the street from my home awaiting delivery since November 13th?? I am so over it. Save yourself and avoid Old Navy all together. High prices for low quality customer service and delivery.",OldNavy
2020-10-28,Heather Hunter,2,I ordered online with Old Navy and for…,"I ordered online with Old Navy and for the most part I am satisfied with what I received.  I received $50 in Super Cash because of my shopping.My problem is having a timeline put on my Super Cash.  I was going to purchase winter clothing with my Super Cash in mid November but my Super Cash expires November 1st.  So my Super Cash will be invalid when I decide to shop at a time convenient to me.I have sent customer service an email with comments regarding their Super Cash program.  They responded by sending me an automatic email (heading:  Dear Valued Customer) giving me instructions for returns etc.  So this means that management does not view concerns from customers.  Is this because Old Navy is an American based company who only cares about profit and not the actual customer?  I am well aware of how profit works but there should be a balance between the customer and the company.  Valued customers should be more important to a huge corporation like Old Navy.As a result of this rating, I will not be shopping at Old Navy again and will pass on the word regarding my experience.",OldNavy
2020-10-24,cora whitley,1,You may not get your order…,I have shopped at old navy for my daughter for 7 years. I have never been more disappointed. My order was lost like many others and their refund process is 7-10 business days. The can no longer offer to replace your order and expedite it to you. This policy is why I will NEVER shop online with this company again. They have a real transit-delivery problem right now. Buyers beware you may not get your order.,OldNavy
2020-10-13,Nicholas Rhoads,1,Package has been lost for days,Package has been lost for days. Customer service won’t respond by email Except for to tell you that they can’t respond to you. I called and wait online for over 20 minutes only to be told wait a few more days and call back. This is the worst customer service I’ve dealt with.,OldNavy
2020-10-10,elicious cyril,1,UNETHICAL AND UNCARING ATTITUDE EXHIBITED BY OLD NAVY,"I placed an order consisting of seven items with Old Navy as a gift for a loved one on September 19, 2020. The order's intended destination was Miami, Florida. I subsequently received confirmation that the items were split in two orders consisting of 5 items and 2 items respectively. According to UPS both orders were delivered at its intended address on September 25, 2020 within an hour of each other. The loved one received the order consisting of 5 items and did not received the other item. However, i just anticipated that it may have been delayed. When it wasn't delivered by October 10, 2020, i decided to reach out to a live chat agent at Old Navy and gave her the order number and particulars. The distasteful thing is that Old navy never reached out to me, however i was given a lame excuse that 'the item got losted in transit'. When i expressed that these two items were the favourite of the recipient i was informed that it is out of stock and all i can receive right now is a refund and discount on my next order. I was sent a confirmation email with the refund and insulted with a 15% discount on my next order with Old navy having been a long standing customer.No effort was made to retrieve or see whether the items are available at other branches/outlets at least in an effort to appease the customer.I have since deleted my old navy account and will no longer be shopping in store or online and won't encourage anyone to do so due to the lousy customer relation and uncaring attitude dispalyed. If i wasnt vigilant i would have been swindled of hard earned cashed.Goodbye Old Navy.",OldNavy
2020-09-18,Deanna McCurdy,1,Always left disappointed,"FIRST PROBLEM: I have an Old Navy Visa card in which I get reward dollars that I can use on purchases. This is the second time that I have caught them giving each reward dollars the same reward number so that only one can be used and the other just disappears, meaning I lose those reward dollars. I've probably lost out on other reward dollars and haven't noticed. SECOND PROBLEM: I've had multiple online orders where items have been removed because they are no longer available. Who's in charge of making sure they're not available BEFORE the purchase is made? THIRD PROBLEM: I emailed customer support and they sent an email back that ""We have received your email. Due to the unusually high volume of calls, we are unable to respond."" So, they're not going to help me via email so I call wait 20 minutes for help. The gal that helped me was pretty distracted and didn't have any explanation regarding the problems. She did refund my order for the lost reward dollars, but didn't care to answer any other of my concerns about how Old Navy is currently running its business. On thing is for sure, my Old Navy Visa card will be cancelled and I never want to shop their again!",OldNavy
2020-09-16,Angie Woznow,5,I went to Old Navy in south Edmonton…,"I went to Old Navy in south Edmonton common. I had a great experience with a sales associate named Heidi. She went above and beyond what was expected of her. She waited outside the change room door until I came out to show her, as I needed an opinion and she cared. I then saw her at checkout when her shift was done and we had a good chat. She told me she loved working there and I could tell. She wanted to make everyone happy and lift them up, and she did just that for me!! I hope she gets recognized for her great job!",OldNavy
2020-09-05,Elizabeth Estrada,1,The worst,The worse. Customer service has really gone down since the pandemic. I have reached out to them multiple times and have been lied to and have even gotten money stolen from me.My first experience. Multiple of my orders have been partially cancelled for no reason. I was told because I ship to a PO BOX. I have never in the 6 years I have been a customer had an issue with having items shipped to a PO BOX. Also they never gave me a giftcard. I had to call multiple times to get a code of no value that I used and value was stolen from me because my order got cancelled. The worst BUYER BEWARE!,OldNavy
2020-09-03,Selina125,2,Extremely slow shipping,"Ordered back in late June for some children’s masks.  There was confirmation email that it was shipped.  However, the tracking for UPS didn’t show when it will actually be delivered.  It took exactly 5 weeks to arrive to my front door.  It was the same for my sister’s order around the same time.  I love their products and their prices, but they have to work on better delivery and keeping customers up to date on their orders.  The phone line was a joke. I waited 40mins and hung up.  For those people who haven’t received their orders after a month, I highly recommend you contact your bank or credit card to start a chargeback process.  They will need your order number and proof of email that it was shipped.  They will investigate and refund you the money that you cannot get ahold of old navy to.  But since my order came, I let my credit card company know to stop the chargeback.",OldNavy
2020-08-30,L.,1,If I could give no stars I would,"If I could give no stars I would. Earlier this year when Walmart and ROSS were completely closed I bought a lot off Old Navy for myself, my boyfriend, and my mother. I waited a month patiently, and then my mother died of cancer. Yes, cancer, not covid. I track my package before the funeral and thankfully I hope I'll have pants to wear to her funeral. Wrong. Apparently the package came (as I'm at home) and because no one answered the door it was sent back? Yeah I was confused too. So, I sent an email to Old Navy explaining how I've waited OVER 2 months AND have already been billed. ""Your estimated response time is 3 days"". No response at all. I'm still waiting because well what can I do? Then, these morons have the nerve to charge another 100 to my account to which I sent another email and go no response...but I did get a refund. Its funny too because I'm waiting for my stuff and I get an email about how supposedly Old Navy has donated 30 million in clothes due to the situation with Covid. Couldn't laugh harder thinking how dumb that claim is when they can't even send out PAID for product. Do not waste your time. I hope this company goes belly up...should've been them first, not the mom and pop businesses.",OldNavy
2020-08-25,Tracy Snyder,1,Just called customer service and after…,"Just called customer service and after explaining that I tried to track my order on an iPad and iPhone and The site said not order found. In addition, the confirmation email noted a $50 plus charge on a $100 order. My response from the rep: well, it is not the website ma’am; it must be you. Yes, thank you, clearly my masters degree in technology hindered my ability to type my email... terrible.",OldNavy
2020-08-20,Skye Campbell,1,Horrible shipping,Horrible shipping. UPS delivery lies and says that they deliver your order when they haven’t. I suspected this was happening so for my next order I requested “Signature Required” for my order. Turns out I was correct. They didn’t even attempt to deliver my package and just left it at the closest UPS store. I work from home and am ALWAYS home during the day. It’s not even worth the hassle of online shopping with them. Other stores offer better value and faster shipping. Avoid this store.,OldNavy
2020-08-15,Esther Wong,1,Disappointing Purchase!!!,The last order was a total disappointment.The 3 items looked like they had gone through more than one household already.One has lipstick stains and looked worn...gross!!!Will think twice before ordering online from them again.,OldNavy
2020-08-10,Maria Pascucci,1,"Current Pending charges from Old Navy that were already taken out back in May, the last time I purchased","I have had to escalate issues with old navy dating back to May 2020. My most recent issue was a delayed refund which was resolved (months later but resolved). As of today, I have 2 charges from Old Navy that were already taken out of my account back in May. I have not made any purchases at Old Navy since. The amounts taken out of my account today were for the amounts 57.50 and 23.81. Those exact same charges were also taken out of my account back in May for purchases made. The charges today should have never been taken out of my account as I have not made any purchases. I have already been charged these amounts for the last purchased months ago. I am not in a position to have extra money taken out of my account for no reason and I am extremely upset about this. I hope to have communication from old navy asap to resolve this issue. Their customer service is impossible to get ahold of so I have to resort to leaving reviews as there is no other way to communicate!Maria Pascucci",OldNavy
2020-08-10,Erica,5,I love Old Navy my heart was broken…,I love Old Navy my heart was broken when I saw the reviews. Maybe because I order everything online but Old Navy is one of the greatest online shopping experiences I've ever had I am a glad and proud customer and would continue shopping there,OldNavy
2020-08-08,Rachel Adams,1,Your new add it Despicable,"Your new add it Despicable, Not all people agree with BLM as it has noting to do with black peoples right all it is Violence against white people. I Personally do not agree with you sharing to our children that Black Lives Matter are protesting or anything like that is an OK decision. Protesting these days has to do with violence and distractive behavior",OldNavy
2020-08-05,bassel gheddeh,1,Very very bad customer service,,OldNavy
2020-08-02,Whittic,1,If only I can put no stars,If only I can put no stars. Ordered 2 shirts a month ago and it is apparently still shipping.,OldNavy
2020-08-13,Stephanie,1,2 Months later STILL NO REFUND!!,"Ordered items in April got them mid-May didn't like anything sent back...as of 7/30/2020 STILL HAVE NOT RECEIVED  MY REFUND!!! I've called multiple times sat on hold for hours just to have my call ""answered"" but its just silence, I've tried chatting, emailing to which they reply they're too busy to email!! DO NOT ORDER ANYTHING ONLINE FROM THEM IT IS A WASTE!",OldNavy
2020-07-29,Kelly Halvorsen,1,Disgusted!,"After watching the most disgusting commercial how Old Navy supports BLM, transgender etc... I will never shop with this company again! I will blast this all over the internet. This is a left wing company that went beyond inappropriate with their advertising! I can't wait until it bites them in the azz!",OldNavy
2020-07-28,K S,1,Discrimnating Store,"Since I wear hearing aids (hearing impaired), i am exempt from the mask mandate.  Having hearing aids is not enough at Old Navy and they want to illegally detain me to see their manager.  Im not shopping in such a discriminating environment.",OldNavy
2020-07-28,Advita Khadke,1,I ordered two 3/4 leggings from Old…,I ordered two 3/4 leggings from Old Navy and they did shipped it with the magnet sensor attached to the leggings! How am I suppose to wear those? I don't feel safe going to store to remove it. That's the reason I ordered it online.,OldNavy
2020-07-28,Jovy N Fran Taitague,1,Expedited shipping for clothes that never came.,"Ordered clothing for my nephew on 6/22 and paid an extra $17 for expedited shipping so it would arrive on 6/26. Of the $280 I spent, only 5 or so items arrived. The other 7 pieces never did. Tracking hasn’t been updated since 6/26 and keeps saying my package has just been shipped. By mid July, Tried to call customer service at various times of the week and was placed on hold for 45 minutes on 3 separate tries. Today 7/27, stayed on hold for 1 hr and 10 minutes and finally got an answer. They refunded me for the package. I will NEVER shop online with Old Navy and regret ever opening a credit line with them. They continue to push sales when they clearly need to focus on their customer service.",OldNavy
2020-07-27,Kevin Hills,1,So just another follow up review,"So just another follow up review. Ordered May 11 and it's now July 27....still not shipped. Can't get through to customer service (if it truly exists). 2 and a half months!? I also see Gap Inc making a ton of charitable donations. Excuse me, deliver goods people have paid for first. They should be telling customers PRIOR to paying for their items that it could take three months or more. This is truly mind boggling.",OldNavy
2020-07-27,Trelli,1,Don't order anything to be shipped!,"Ordered some items and got notification with a tracking number that they had shipped. Every time I checked the tracking status it said waiting to be shipped. Went on like this for about 2 weeks. Called Old Navy, finally got through and says will re-order and ship all but 1 of the items. It's a month later and not items have come. Called several times and customer service is like a ghost...poof...where are they. The line says they are open from 7 am to 1 am EST, called at 7:06 and have been on hold for 31 minutes. No one is answering their customer service but they've charged for the items.",OldNavy
2020-07-25,john chu,1,"Never,never buy anything from old navy…","Never,never buy anything from old navy again. Terrible packing & shipping, items received with broken cover in broken envelope. Custom service line never get answered.  Oldnavy need to go out of business if not improved.",OldNavy
2020-07-25,Norma Center,1,I ordered some stuff and only received…,"I ordered some stuff and only received some items. Receipt stated that 3 items were in my package but only received 2 items. I’ve tried calling their customer service line only to be left on hold for over 30 min. I hung up and wrote several emails, still no reply from old navy. I used to be a regular customer but since this happened they’ve lost me as a customer.",OldNavy
2020-07-24,Cassidy Rain,1,Unbelievable stupidity and no customer service to fix it.,"I placed a $450 order. A couple days later I received an email saying that my order has been cancelled because my address to ship was different than the one on my credit card. I get everything fixed and the lady I was speaking to said she would redo my order and ship it. She said lots of the items were now on sale and it came to $387. I was so happy! Turns out she didn’t order HALF the items I was awaiting, including everything I needed/wanted most. I ended up paying more for much less. Atrocious service and I am disgusted with their stupidity. I will never shop here ever again. 0/10.",OldNavy
2020-07-24,Lydia Kelly,1,Order never got delivered,Order never got delivered. Said it was delivered July 11th. I’ve tried calling every phone number they have at different times during the day and I never spoke with someone. I’ve been on  hold for at least an hour each call. I just want a refund.,OldNavy
2020-07-23,Nicole Mathews,1,Terrible …,Ordered 5 pairs of mens Jeans on july 9th. Recieved 4 pairs of said jeans and a tee shirt. I never ordered a tee shirt and I'm still missing a pair of Jeans. I've tried calling their customer service number and have been on hold for over an hour each time with ZERO LUCK. TERRIBLE,OldNavy
2020-07-23,Vonnie,1,Whhhhyyy did I even bother ordering…,"Whhhhyyy did I even bother ordering online??? I tried calling customer service and never spoke to anyone!! I was on hold (waiting) for 3 hours!! I only received half of my order, the rest of my order got lost at the post office 😡😡",OldNavy
2020-07-22,Darlene Plett,1,I've had enough........,I ordered from Old Navy on July 8 and was sent a confirmation I'd have the order by July 21st.  I still haven't received it and the tracking number they gave me doesn't give me any information at all. I've ordered items from other stores online a week after this one & I've already received the goods.  I realize COVID-19 has affected many businesses and I can understand delays but their customer service is beyond a nightmare. No one gets back to you and if by chance they do; it's almost as if you are an interruption to their day.  This is my second time ordering during COVID-19.  I should have learned from my first experience that it was going to take forever to get my order.,OldNavy
